# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "Saccharomyces_cerevisiae.R64-1-1.gtf" "-o" "gene_counts.txt" "SRR636637_sorted.bam" "SRR636636_sorted.bam" "SRR636635_sorted.bam" "SRR636633_sorted.bam" "SRR636638_sorted.bam" "SRR636634_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR636637_sorted.bam	SRR636636_sorted.bam	SRR636635_sorted.bam	SRR636633_sorted.bam	SRR636638_sorted.bam	SRR636634_sorted.bam
YDR273W	IV	1010176	1011273	+	1098	91	134	93	117	65	79
YDR269C	IV	1005665	1005988	-	324	0	1	0	0	0	0
YDR453C	IV	1365072	1365662	-	591	52007	79817	191	181	39771	180
YDR383C	IV	1239960	1240676	-	717	235	89	179	262	274	165
YDR375C	IV	1225166	1226536	-	1371	603	903	460	478	550	413
YDL161W	IV	167714	169078	+	1365	2788	3331	1017	1210	2871	903
YDL051W	IV	363952	364779	+	828	272	253	1668	2087	393	1874
YDR084C	IV	613405	614004	-	600	1707	1682	891	889	1332	783
YDL056W	IV	352877	355378	+	2502	568	102	432	450	491	525
YDR344C	IV	1162006	1162449	-	444	104	86	53	62	82	50
YDR320C	IV	1106095	1108101	-	2007	827	1068	622	679	755	569
YDR221W	IV	907330	909438	+	2109	1649	2467	1316	1243	1544	1095
tI(AAU)D	IV	668007	668080	-	74	1	0	1	0	0	0
YDL032W	IV	393690	394001	+	312	0	1	0	1	0	0
YDR456W	IV	1367485	1369386	+	1902	4429	6972	2520	2347	2934	2065
YDL036C	IV	387513	388901	-	1389	486	460	562	737	552	521
tL(CAA)D	IV;IV	1461715;1461792	1461758;1461829	-;-	82	0	0	0	0	0	0
YDL217C	IV	67983	68606	-	624	678	863	419	469	615	484
snR63	IV	323217	323471	-	255	287	188	296	274	313	315
YDR334W	IV	1135932	1140476	+	4545	1340	1777	1203	1750	1279	1085
YDL049C	IV	365068	365874	-	807	118	154	78	87	123	93
YDL164C	IV	164987	167254	-	2268	1143	1523	1013	1078	907	883
YDR384C	IV	1241204	1242031	-	828	797	599	3693	4113	873	3318
YDR149C	IV	755555	756262	-	708	0	0	0	0	0	0
YDR093W	IV	631282	636120	+	4839	2311	3706	3846	3972	1796	3025
YDR071C	IV	588827	589402	-	576	3506	2279	1645	2361	4357	1812
YDL143W	IV	199996	201582	+	1587	5407	7356	5599	5661	4561	5136
YDR032C	IV	504099	504695	-	597	15863	24177	2679	2504	11437	2223
tR(UCU)D	IV	568882	568953	+	72	0	0	0	0	0	0
YDR063W	IV	578663	579112	+	450	1395	1572	500	621	1672	580
YDL166C	IV	163449	164042	-	594	330	340	518	831	285	575
YDR004W	IV	455201	456583	+	1383	782	915	356	608	690	490
YDR151C	IV	764178	765155	-	978	1204	789	594	725	1646	604
YDR037W	IV	525440	527215	+	1776	10551	7856	17285	18319	11844	16914
YDL175C	IV	144484	145518	-	1035	360	425	234	298	367	227
YDR286C	IV	1035231	1035575	-	345	293	241	96	126	213	107
YDR172W	IV	808324	810381	+	2058	2584	2521	4279	5592	2516	4894
YDL174C	IV	145826	147589	-	1764	2186	2463	1124	1085	1736	972
YDR080W	IV	604008	606986	+	2979	911	774	566	678	903	549
YDR503C	IV	1455042	1455866	-	825	830	1077	419	421	689	372
YDR069C	IV	584939	587719	-	2781	3318	2514	385	472	3509	373
YDR047W	IV	551860	552948	+	1089	1924	2689	1619	1632	1685	1497
YDR215C	IV	894089	894502	-	414	16	18	23	13	14	7
YDR267C	IV	1002510	1003502	-	993	1026	1421	1050	1142	988	1035
YDR142C	IV	740473	741600	-	1128	677	593	350	340	575	350
YDL212W	IV	78426	79058	+	633	2301	2771	4149	4287	1966	3583
YDR249C	IV	958681	959802	-	1122	473	471	446	431	407	434
YDL209C	IV	86207	87226	-	1020	260	123	269	342	206	291
YDR044W	IV	546642	547628	+	987	786	822	2326	1885	748	2163
tK(UUU)D	IV;IV	359577;359637	359613;359672	+;+	73	4	0	2	8	1	10
YDR311W	IV	1085065	1086993	+	1929	615	491	400	588	684	523
YDL159C-B	IV	173056	173232	-	177	0	0	0	0	0	0
YDR222W	IV	910054	911301	+	1248	550	317	567	500	670	528
YDR510C-A	IV	1469695	1469811	-	117	185	291	130	118	182	76
YDR401W	IV	1272223	1272786	+	564	1	3	2	1	0	2
YDR207C	IV	865012	867522	-	2511	288	54	510	463	291	559
YDL005C	IV	441014	442309	-	1296	760	229	468	465	800	493
YDR295C	IV	1052623	1054647	-	2025	572	403	283	429	517	354
YDR543C	IV	1524634	1524933	-	300	0	0	0	0	0	0
YDL208W	IV	87512	87982	+	471	373	68	2406	3499	330	2698
YDR135C	IV	723004	727551	-	4548	18874	25965	5794	5264	13649	4813
YDL114W	IV	255604	256530	+	927	9	12	4	7	6	10
YDR247W	IV	956013	957398	+	1386	323	254	223	246	348	236
YDL197C	IV	104917	106494	-	1578	760	933	310	437	887	318
YDR229W	IV	924785	926146	+	1362	953	605	236	308	991	307
YDR095C	IV	636117	636527	-	411	1	5	4	2	0	2
YDR027C	IV	494649	497318	-	2670	1497	1548	723	784	1501	683
YDL106C	IV	270222	271901	-	1680	980	1007	396	465	985	388
YDR404C	IV	1276654	1277169	-	516	2076	2633	1903	1799	1812	1638
YDR256C	IV	968133	969680	-	1548	3490	2640	524	526	3513	537
YDR518W	IV	1478608	1480161	+	1554	861	1096	1497	1306	745	1260
YDR055W	IV	563527	564861	+	1335	2408	2636	2152	1775	2140	2716
YDL087C	IV	300214	300999	-	786	293	336	174	179	297	149
YDR177W	IV	816878	817525	+	648	1016	939	738	986	958	865
YDL014W	IV	427364	428347	+	984	965	852	15294	15803	882	13582
YDR289C	IV	1038280	1039509	-	1230	975	356	258	365	1110	280
YDL159W	IV	172481	174028	+	1548	451	409	215	270	384	247
YDR532C	IV	1499396	1500553	-	1158	349	26	93	126	415	164
YDR137W	IV	728259	730250	+	1992	1101	1375	543	798	1170	555
YDL153C	IV	181186	183018	-	1833	196	83	1432	2379	426	1752
YDR393W	IV	1259901	1261271	+	1371	727	853	376	466	781	340
YDR506C	IV	1459728	1461554	-	1827	379	552	264	295	334	250
YDL219W	IV;IV	65242;65378	65306;65765	+;+	453	443	483	460	637	462	488
YDL090C	IV	295034	296329	-	1296	1041	1488	507	572	899	483
YDR033W	IV	508147	509109	+	963	8157	6879	21714	17816	7298	19418
YDR035W	IV	521816	522928	+	1113	6361	3664	2664	2508	6395	2348
YDR332W	IV	1131001	1133070	+	2070	666	597	368	443	677	370
YDR510W	IV	1469400	1469705	+	306	2975	4293	1557	1891	2550	1535
YDL055C	IV	355674	356759	-	1086	15953	10676	38914	32838	12569	36372
YDR480W	IV	1417399	1418370	+	972	661	703	245	251	579	239
YDL103C	IV	275148	276581	-	1434	2157	2910	863	1004	1984	868
YDL085C-A	IV	302464	302670	-	207	370	146	296	334	395	309
YDR350C	IV	1176120	1178174	-	2055	1569	1500	575	582	1310	641
YDR342C	IV	1154216	1155928	-	1713	28	74	64	56	38	75
YDR087C	IV	617470	618306	-	837	358	356	1224	1888	490	1214
YDL236W	IV	32296	33234	+	939	2156	2657	2049	2286	2093	1933
YDR012W	IV	471853	472941	+	1089	6864	6157	18023	19430	8644	15540
YDL121C	IV	245133	245582	-	450	481	229	1472	1617	471	1269
YDR525W-A	IV	1490596	1490835	+	240	379	408	168	171	322	136
tG(GCC)D2	IV	992832	992902	+	71	13	20	10	14	17	18
YDL190C	IV	118707	121592	-	2886	4132	3280	1902	1815	3484	1895
YDL047W	IV	369771	370706	+	936	856	1005	1078	1110	840	1092
YDR099W	IV	653607	654428	+	822	7519	4765	3723	3813	6640	3717
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	1395	1788	654	688	1140	561
YDR164C	IV	782041	784215	-	2175	1321	1252	824	978	1167	850
YDR058C	IV	567723	568703	-	981	432	441	89	110	371	130
YDL020C	IV	415113	416708	-	1596	2960	1307	763	925	3395	1027
YDL025C	IV	405344	407206	-	1863	3706	1284	365	310	5040	436
YDR374C	IV	1223474	1224394	-	921	9	9	4	5	15	4
YDL207W	IV	88248	89864	+	1617	797	616	659	761	739	548
YDR270W	IV	1005675	1008689	+	3015	2675	2643	334	426	2040	354
YDR152W	IV	765706	766503	+	798	754	676	999	1432	796	1137
YDL148C	IV	188154	190586	-	2433	133	40	1613	2486	166	2083
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	2	3	2	0	1	1
YDR379C-A	IV	1233278	1233517	-	240	464	286	30	41	430	32
YDR218C	IV	903781	905052	-	1272	34	30	21	24	29	19
YDL018C	IV	422833	423510	-	678	1156	1586	545	564	1088	436
YDR507C	IV	1462358	1465786	-	3429	1002	1309	1355	1853	737	1377
YDL003W	IV	444683	446383	+	1701	989	761	563	784	1002	680
YDR524C-B	IV	1489598	1489798	-	201	32375	29448	38258	37241	28199	34229
YDR371W	IV	1219413	1220948	+	1536	529	687	386	492	485	376
YDR359C	IV	1191936	1194884	-	2949	727	839	765	893	555	668
YDL180W	IV	135896	137539	+	1644	3358	2803	828	769	3637	760
YDL133W	IV	222427	223740	+	1314	690	909	618	776	632	613
YDR335W	IV	1141168	1144842	+	3675	4429	3603	2262	2140	3725	2042
YDR351W	IV	1178666	1181260	+	2595	1217	1076	974	988	1048	1040
YDL150W	IV	183343	184611	+	1269	79	85	471	622	60	475
YDL177C	IV	141209	141721	-	513	116	49	98	169	127	114
YDR171W	IV	806621	807748	+	1128	17919	13016	161	148	28184	313
YDR364C	IV	1202843	1204210	-	1368	376	438	556	813	374	623
YDR309C	IV	1079048	1080199	-	1152	1727	1275	1361	1326	1550	1524
YDL239C	IV	26403	28775	-	2373	540	108	191	226	432	210
YDL228C	IV	45277	45918	-	642	13	7	115	215	14	122
YDL156W	IV	174918	176486	+	1569	260	287	212	272	223	209
YDL016C	IV	425570	425872	-	303	305	366	340	378	239	265
tX(XXX)D	IV	1150842	1150941	-	100	0	0	0	0	0	0
YDR524W-C	IV	1489403	1489492	+	90	9288	8873	13337	12909	8445	12503
YDL085W	IV	303211	304848	+	1638	250	468	64	61	182	45
YDR300C	IV	1061505	1062791	-	1287	777	671	1622	1806	591	1667
YDL168W	IV	159604	160764	+	1161	8979	6944	1543	1547	8902	1334
YDR360W	IV	1194598	1195032	+	435	8	16	10	15	9	8
YDR195W	IV	848599	850200	+	1602	428	382	288	407	393	339
YDR321W	IV	1108702	1109847	+	1146	1398	1302	6992	6676	1527	6003
YDR237W	IV	936615	937493	+	879	934	1460	567	664	751	484
YDL127W	IV	234927	235853	+	927	465	468	265	296	440	278
YDR107C	IV	669016	671034	-	2019	1015	1129	812	789	814	756
YDR472W	IV	1403322	1404173	+	852	1699	1906	732	799	1698	784
YDL030W	IV	397537	399129	+	1593	685	769	397	525	508	376
YDR468C	IV	1398026	1398700	-	675	672	696	440	586	697	405
YDL084W	IV	305237	306577	+	1341	7763	5818	12269	10357	7559	11273
YDL203C	IV	96082	97953	-	1872	694	789	771	786	559	663
YDL025W-A	IV	405410	405514	+	105	0	0	0	0	0	0
YDR285W	IV	1032436	1035063	+	2628	289	77	117	234	377	158
YDL229W	IV	44065	45906	+	1842	2542	1637	35321	35193	3395	31449
YDR329C	IV	1126270	1127595	-	1326	1609	2025	738	808	1528	674
YDR034C	IV	509737	512109	-	2373	1130	1040	895	983	1287	848
YDR009W	IV	463434	464996	+	1563	197	315	95	94	151	86
tS(AGA)D2	IV	980974	981055	-	82	1	1	0	0	0	0
YDR488C	IV	1429188	1430789	-	1602	282	461	334	395	176	274
YDR103W	IV	658350	661103	+	2754	1694	1754	920	971	1463	1011
YDR336W	IV	1145092	1146036	+	945	362	526	301	402	347	288
YDL101C	IV	280307	281848	-	1542	1161	1640	361	435	1011	384
YDR162C	IV	780390	781100	-	711	650	608	223	337	725	253
YDR312W	IV	1087581	1088942	+	1362	164	75	501	649	114	590
YDL061C	IV	340628	340798	-	171	1788	1132	8902	8506	2171	7964
YDL040C	IV	378874	381438	-	2565	2230	3509	3395	4030	1928	3099
YDR145W	IV	746738	748357	+	1620	1619	1184	775	1161	1606	903
YDR124W	IV	700315	701289	+	975	357	462	173	188	269	198
YDL231C	IV	38867	42244	-	3378	1950	2047	1813	1738	1593	1929
YDR190C	IV	840604	841995	-	1392	1326	1251	2261	2499	1301	2386
YDL064W	IV;IV	337487;337635	337524;338070	+;+	474	464	582	882	874	448	761
YDR463W	IV	1386816	1388375	+	1560	1179	402	908	982	1217	969
YDR491C	IV	1434500	1434991	-	492	22	30	140	135	14	147
YDR449C	IV	1357580	1358902	-	1323	136	63	751	997	123	812
YDL035C	IV	389172	392057	-	2886	1756	762	1112	929	1529	1062
YDR074W	IV	593893	596583	+	2691	5635	7307	1014	1069	5781	923
YDR525W	IV	1489905	1490234	+	330	1	4	4	9	1	5
YDR257C	IV	969990	971474	-	1485	1293	1370	664	864	1282	810
YDR402C	IV	1272234	1273703	-	1470	73	134	51	61	61	57
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	4616	2717	21423	23328	6291	21416
YDR376W	IV	1226822	1228303	+	1482	1040	1434	779	641	840	711
YDR161W	IV	779043	780206	+	1164	353	363	1777	2489	494	1784
YDR090C	IV	625066	625998	-	933	1225	1133	669	633	938	636
YDR189W	IV	838392	840392	+	2001	1236	1323	1423	1552	1104	1514
YDR524C	IV	1487542	1488990	-	1449	561	538	869	983	511	902
YDL237W	IV	30657	31829	+	1173	3204	4373	1678	1629	2863	1455
YDR188W	IV	836421	838061	+	1641	4328	2357	4373	4124	3527	4048
YDL133C-A	IV	221724	221801	-	78	4073	2806	4116	5918	4860	4400
YDR531W	IV	1498232	1499335	+	1104	1582	1833	1219	1444	1515	1195
tG(GCC)D1	IV	83548	83618	+	71	0	0	0	0	0	0
YDR226W	IV	916486	917154	+	669	8014	8065	10493	10746	7588	9968
YDL054C	IV	359825	361285	-	1461	2059	1999	974	853	1891	935
YDL205C	IV	92762	93745	-	984	1048	749	1016	1180	982	1003
YDR537C	IV	1510856	1511461	-	606	7	18	10	7	13	2
YDR496C	IV	1441433	1443403	-	1971	176	84	2110	2942	122	2600
YDR313C	IV	1089219	1090079	-	861	526	539	246	332	660	235
YDL108W	IV;IV	267698;267807	267725;268699	+;+	921	614	893	369	475	650	378
tV(CAC)D	IV	1075472	1075544	-	73	4	3	0	1	0	0
YDR340W	IV	1150881	1151183	+	303	2	0	2	1	4	0
YDL147W	IV	190924	192261	+	1338	7296	7594	2593	3619	7049	2801
YDL081C	IV	309802	310122	-	321	6653	4836	28077	33584	9068	25200
YDR283C	IV	1025070	1030049	-	4980	1141	1882	1302	1630	1030	1173
YDR261C	IV	977521	979209	-	1689	1335	1971	2599	2303	1076	2172
YDL211C	IV	79294	80412	-	1119	128	134	220	191	98	230
YDL074C	IV	324047	326149	-	2103	1268	708	1525	1986	1299	1413
YDL091C	IV	293392	294759	-	1368	1540	1176	345	315	1564	364
YDR346C	IV	1167214	1168659	-	1446	1621	1915	4849	5587	1597	4392
YDR072C	IV	589761	591344	-	1584	2146	2008	2326	2132	1685	2170
YDR242W	IV	946807	948456	+	1650	608	487	459	515	525	455
YDR323C	IV	1112480	1114027	-	1548	275	221	201	268	258	208
YDR486C	IV	1427431	1428120	-	690	1088	1184	493	665	993	480
YDR420W	IV	1306267	1311675	+	5409	749	777	1309	1389	569	1075
YDL122W	IV	242552	244981	+	2430	5592	3146	2462	2499	5270	2528
YDR390C	IV	1254937	1256847	-	1911	832	1032	1017	1246	817	1028
YDR481C	IV	1418550	1420250	-	1701	4119	3321	4497	3760	4272	4056
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	396	332	261	283	360	302
YDL105W	IV	272389	273597	+	1209	191	273	142	198	195	165
YDL141W	IV	203039	205111	+	2073	1247	1783	1318	1268	1056	1116
YDR400W	IV	1271063	1272085	+	1023	1118	1272	864	897	806	771
YDR522C	IV	1483795	1485303	-	1509	162	159	105	119	106	94
YDL173W	IV	148191	149078	+	888	297	75	119	120	330	217
YDR279W	IV	1019368	1020420	+	1053	429	435	505	627	401	524
YDR281C	IV	1022007	1022321	-	315	81	150	287	335	59	265
YDR213W	IV	889751	892492	+	2742	189	225	499	645	215	518
YDR179W-A	IV	819433	820824	+	1392	176	192	459	531	136	468
YDR330W	IV	1127872	1129374	+	1503	1897	1772	324	336	1681	372
YDR106W	IV	667004	667858	+	855	49	82	21	30	41	21
YDL178W	IV	139522	141114	+	1593	963	1093	1011	978	796	987
YDR484W	IV	1422763	1424688	+	1926	576	548	246	353	586	324
YDR308C	IV	1078027	1078449	-	423	378	245	261	374	531	269
YDL192W	IV	116321	116866	+	546	7416	5586	8473	8989	7728	8605
YDL202W	IV	98475	99224	+	750	519	395	359	407	543	365
YDR146C	IV	748613	750742	-	2130	136	48	543	613	151	701
YDR241W	IV	945151	945438	+	288	18	29	32	45	26	39
YDL158C	IV	173866	174174	-	309	33	31	96	75	35	85
YDL185W	IV	126787	130002	+	3216	20410	24930	20490	18827	17881	17942
YDR251W	IV	960614	963106	+	2493	3530	4054	1612	1435	3317	1347
tL(UAA)D	IV	519743	519826	+	84	0	1	0	0	0	0
YDR192C	IV	843569	844861	-	1293	289	297	286	269	266	276
YDR368W	IV	1213904	1214842	+	939	9401	8453	1347	1194	8105	1304
YDR494W	IV	1436930	1438015	+	1086	894	1197	334	519	893	386
YDR399W	IV	1270068	1270733	+	666	185	173	6233	6428	182	6190
YDR070C	IV	588098	588379	-	282	657	694	17	25	913	24
YDR138W	IV	730578	732836	+	2259	943	953	689	817	781	767
YDR031W	IV	503498	503863	+	366	363	447	79	101	349	57
YDR255C	IV	966557	967822	-	1266	533	461	200	244	546	232
YDL060W	IV	341619	343985	+	2367	243	213	2373	3132	226	2440
YDR048C	IV	553084	553398	-	315	5	5	1	0	5	2
YDR067C	IV	582791	583465	-	675	576	563	290	407	588	317
YDR126W	IV	703234	704244	+	1011	296	361	316	293	269	276
YDR315C	IV	1092741	1093586	-	846	291	250	139	164	227	134
YDL126C	IV	236157	238664	-	2508	24948	33711	11107	10573	21164	9547
YDR262W	IV	993134	993952	+	819	1102	1316	918	960	1045	829
tQ(UUG)D3	IV	802731	802802	-	72	0	1	0	0	1	0
YDR345C	IV	1162957	1164660	-	1704	2316	2348	21459	19445	2070	19020
YDR079W	IV	603064	603399	+	336	303	357	159	181	310	169
YDR433W	IV	1329600	1330040	+	441	42	40	26	22	37	17
YDL144C	IV	198662	199732	-	1071	1241	2046	679	652	952	605
YDR306C	IV	1073735	1075171	-	1437	1040	1099	459	570	1011	463
YDR292C	IV	1043146	1045011	-	1866	1921	2193	2097	2452	1873	2049
YDL009C	IV	432925	433248	-	324	112	191	63	100	121	69
YDR290W	IV	1039370	1039699	+	330	2	0	0	0	1	0
YDR282C	IV	1023511	1024755	-	1245	463	612	184	242	516	171
YDR170C	IV	796193	802222	-	6030	2723	2863	3903	4647	2356	3510
YDR174W	IV	812110	812850	+	741	1990	3087	3161	3397	1795	3006
YDL218W	IV	66493	67446	+	954	3995	6742	156	188	3655	140
YDL062W	IV	339857	340282	+	426	1	1	24	30	3	26
YDL048C	IV	366739	368211	-	1473	334	430	227	200	284	285
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	2198	1305	10418	11461	2985	9984
YDR112W	IV	679544	679852	+	309	16	10	43	34	16	34
YDR538W	IV	1510902	1511630	+	729	141	189	134	135	110	118
YDL011C	IV	432308	432631	-	324	2	0	0	0	0	0
YDR355C	IV	1186067	1186369	-	303	0	0	0	0	0	3
YDR301W	IV	1063352	1067425	+	4074	1129	1146	1199	1112	999	1008
YDR412W	IV	1294693	1295400	+	708	17	15	77	107	26	100
YDR530C	IV	1496791	1497768	-	978	1377	2043	410	410	1101	379
YDR227W	IV	917571	921647	+	4077	1084	753	786	1089	950	893
YDR041W	IV	539803	540414	+	612	1178	1057	359	424	1045	408
YDR015C	IV	477960	478199	-	240	0	0	0	0	0	0
YDL008W	IV	433497	433994	+	498	485	633	405	493	469	396
YDR234W	IV	931129	933210	+	2082	316	298	3650	3100	291	2872
YDR511W	IV	1470017	1470418	+	402	742	1007	237	255	691	262
YDR519W	IV	1480425	1480832	+	408	1507	1563	1575	1557	1296	1313
YDL086C-A	IV	301655	302089	-	435	0	0	0	0	0	0
YDR250C	IV	960086	960361	-	276	41	52	17	17	39	19
YDR465C	IV	1393336	1394574	-	1239	369	280	2067	2627	522	2095
YDL001W	IV	447984	449276	+	1293	289	219	297	364	312	334
YDR454C	IV	1366264	1366827	-	564	2854	2879	5130	5630	2842	4719
YDR013W	IV	473157	473783	+	627	432	417	269	370	380	273
YDR076W	IV	598468	599688	+	1221	220	335	205	222	177	199
YDL095W	IV	287059	289512	+	2454	6310	6841	8749	7133	5108	7225
YDL007C-A	IV	436567	436824	-	258	0	0	0	0	0	0
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	5475	2929	21258	21163	6871	18578
YDR100W	IV	655013	655444	+	432	2553	3746	907	904	2092	721
YDR479C	IV	1415210	1416874	-	1665	1796	2611	690	699	1734	654
tS(AGA)D1	IV	437772	437853	+	82	0	0	0	0	0	0
YDL117W	IV	248581	251238	+	2658	687	899	1112	1217	509	1022
YDR140W	IV	734138	734803	+	666	526	634	472	579	424	559
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	2378	2950	3154	4478	2368	3273
tQ(UUG)D2	IV	645153	645224	-	72	0	0	0	0	0	0
YDR327W	IV	1125302	1125628	+	327	381	608	267	286	445	230
YDR062W	IV	576474	578159	+	1686	3817	1172	6363	5835	2841	5871
YDR143C	IV	742042	743874	-	1833	1130	1290	1373	1319	882	1248
YDL172C	IV	148607	149086	-	480	0	0	0	1	0	0
YDL053C	IV	361699	362256	-	558	581	161	442	491	510	521
YDR223W	IV	912099	913502	+	1404	1227	1258	424	367	1061	344
YDL037C	IV	384601	385587	-	987	130	69	1084	998	125	1202
YDL167C	IV	160995	163154	-	2160	212	96	2195	2461	178	2039
YDR246W-A	IV	955133	955333	+	201	22	51	25	37	34	23
YDR371C-A	IV	1219509	1219613	-	105	0	0	0	0	0	0
YDR517W	IV	1477239	1478357	+	1119	4235	5785	1438	1300	3478	1248
YDL226C	IV	51115	52173	-	1059	2078	2351	2135	1917	1912	1824
YDR467C	IV	1397583	1397909	-	327	32	34	32	49	30	20
YDL134C	IV	219662	220771	-	1110	3081	4184	1736	1825	2527	1615
YDR117C	IV	683946	685643	-	1698	916	776	554	782	932	737
YDR314C	IV	1090433	1092511	-	2079	547	503	166	258	620	207
YDR440W	IV	1342493	1344241	+	1749	341	257	386	483	345	413
YDR303C	IV	1068729	1071386	-	2658	1003	330	1189	895	902	1326
YDL078C	IV	315357	316388	-	1032	4592	7204	2090	2207	3948	1822
YDL238C	IV	28985	30454	-	1470	1034	1071	174	160	852	157
YDR529C	IV	1496165	1496548	-	384	1166	735	554	665	1281	598
YDR437W	IV	1337352	1337774	+	423	88	120	92	102	76	96
snR47	IV	541602	541700	-	99	5	1	11	10	6	4
YDL196W	IV	106741	107070	+	330	18	21	11	6	13	6
YDR452W	IV	1362878	1364902	+	2025	4405	6102	2802	2830	4107	2195
YDR445C	IV	1352182	1352589	-	408	0	0	0	0	0	0
YDR347W	IV	1169178	1170143	+	966	1463	2045	925	1017	1164	901
tQ(UUG)D1	IV	520972	521043	+	72	0	0	0	0	0	0
YDR490C	IV	1431968	1434268	-	2301	677	1065	575	539	536	452
YDR516C	IV	1474974	1476476	-	1503	11532	15761	668	756	11087	615
YDR509W	IV	1468226	1468573	+	348	0	0	2	6	0	2
YDL193W	IV	114672	115799	+	1128	1060	1435	869	905	1147	780
YDL137W	IV	216529	217074	+	546	5932	7521	3437	3471	4732	3198
YDL118W	IV	247302	247682	+	381	9	6	0	7	7	0
YDR235W	IV	933504	935138	+	1635	819	579	478	568	783	611
YDR233C	IV	929470	930357	-	888	7072	8298	14725	13807	6369	13964
YDR388W	IV	1250186	1251634	+	1449	4567	6384	1997	2409	3536	1731
YDR209C	IV	871036	871449	-	414	404	334	371	449	453	436
YDR049W	IV	553254	555152	+	1899	516	261	388	492	522	453
YDL194W	IV	111580	114234	+	2655	344	417	314	338	282	318
YDR021W	IV	486804	488003	+	1200	89	61	317	535	101	399
YDR353W	IV	1183299	1184258	+	960	98736	126411	7628	7142	87720	6139
YDR051C	IV	557056	558060	-	1005	932	1136	515	702	1034	484
YDR288W	IV	1037195	1038106	+	912	503	557	324	527	552	361
YDR141C	IV	734901	739997	-	5097	2434	2765	2032	2088	2102	1819
YDR194C	IV	845952	847946	-	1995	1754	1519	1727	2020	1477	1752
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	453	293	248	325	443	257
YDR054C	IV	561440	562327	-	888	1922	984	1021	1173	2200	983
YDR122W	IV	694700	697894	+	3195	2520	3571	774	865	2219	655
YDR184C	IV	830629	831513	-	885	57	48	583	834	55	666
YDR183C-A	IV	830397	830654	-	258	3	1	40	16	3	28
YDL240W	IV	22823	25876	+	3054	607	540	887	903	537	732
YDR056C	IV	565023	565640	-	618	1797	2089	1245	1335	1798	1047
YDR541C	IV	1519664	1520698	-	1035	1035	1226	703	598	784	640
YDL042C	IV	376757	378445	-	1689	102	171	640	705	61	573
YDR185C	IV	831934	832473	-	540	87	108	229	263	87	236
YDR328C	IV	1125434	1126018	-	585	2304	3021	1379	1381	2322	1094
YDR280W	IV	1020747	1021664	+	918	872	1028	992	1266	883	1039
tV(UAC)D	IV	488797	488870	-	74	2	2	1	2	3	2
YDR098C	IV	644178	644930	-	753	1798	2268	1514	1795	1821	1314
YDR005C	IV;IV	456836;458098	458017;458103	-;-	1188	1659	1592	528	563	1464	595
YDR423C	IV	1318046	1319275	-	1230	2013	2310	312	379	1758	313
YDR017C	IV	479115	482267	-	3153	875	467	1093	1497	713	1240
YDR419W	IV	1303174	1305072	+	1899	544	530	497	506	431	413
YDR444W	IV	1350290	1352353	+	2064	370	389	505	579	296	594
YDR341C	IV	1151803	1153626	-	1824	3351	3552	8298	8169	3502	7109
YDR154C	IV	768403	768753	-	351	1263	1484	892	1090	1120	799
YDR464W	IV	1388872	1393179	+	4308	336	318	743	1218	266	744
YDR132C	IV	718816	720303	-	1488	7418	6489	288	325	8517	316
YDL210W	IV	84270	85985	+	1716	221	229	98	119	138	95
YDR395W	IV	1263324	1266158	+	2835	1426	1438	4539	4998	1245	4679
YDL222C	IV	60872	61801	-	930	141	244	48	78	136	71
YDR372C	IV	1221112	1222149	-	1038	2194	1936	2554	2633	2027	2289
YDR325W	IV	1117126	1120233	+	3108	512	563	765	968	486	800
YDR216W	IV	895035	899006	+	3972	2046	1977	626	592	1838	545
YDR082W	IV	610441	611925	+	1485	680	621	332	428	620	426
YDL224C	IV	54397	56346	-	1950	2146	3001	2007	1913	1733	1765
YDR498C	IV	1445843	1446994	-	1152	634	871	545	668	637	493
YDR010C	IV	465051	465383	-	333	29	41	20	25	13	15
YDR006C	IV	458542	461247	-	2706	1472	1273	995	1299	1285	1125
YDR182W	IV	827582	829057	+	1476	1622	1989	1296	1225	1538	1192
YDL102W	IV	276872	280165	+	3294	766	602	966	1013	648	1005
YDL179W	IV	138291	139205	+	915	195	203	422	418	182	421
YDL067C	IV	334217	334396	-	180	769	540	534	495	734	508
YDR030C	IV	501753	503273	-	1521	193	306	147	213	192	157
YDR020C	IV	485746	486444	-	699	99	168	390	528	97	376
YDR527W	IV	1491094	1492413	+	1320	288	317	629	930	294	695
YDR333C	IV	1133260	1135431	-	2172	1406	2012	1174	1365	1296	1129
YDL093W	IV	289909	292140	+	2232	894	701	1749	1377	764	1552
YDL043C	IV	375680	376480	-	801	169	192	316	395	188	308
YDR139C	IV;IV	733618;733776	733702;733924	-;-	234	675	646	475	584	663	460
